['A1BG', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['ILDR1', '5', '0', '0', '5', '15', '0', '15', '8.79444565437375e-07', '1\n']
['ILDR2', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['ILF3', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['ILVBL', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['IMMP2L', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n', 'ICGC_MB184']
['IMMT', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['IMP4', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['IMPG1', '1', '0', '0', '1', '3', '0', '3', '0.036105324929763', '1\n']
['IMPG2', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['INA', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['INADL', '4', '0', '0', '4', '87', '0', '87', '0.00994397865975788', '1\n']
['INCA1', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['INCENP', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['INF2', '1', '0', '0', '1', '22', '0', '22', '0.190601141178101', '1\n']
['ING1', '3', '0', '0', '3', '161', '0', '161', '0.190677923238934', '1\n']
['INHBE', '2', '0', '0', '2', '27', '0', '27', '0.0288510001280414', '1\n']
['INO80B', '1', '0', '0', '1', '19', '0', '19', '0.167963437741586', '1\n']
['INO80E', '0', '0', '0', '0', '105', '0', '105', '1', '1\n']
['INPP1', '1', '0', '0', '1', '178', '0', '178', '0.807342724739207', '1\n']
['INPP4A', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['INPP5A', '0', '0', '0', '0', '2', '0', '2', '1', '1\n']
['INPP5D', '2', '0', '0', '2', '66', '0', '66', '0.12866581273093', '1\n']
['INPP5E', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['INPP5F', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n', 'ICGC_MB118']
['INPP5J', '1', '0', '0', '1', '5', '0', '5', '0.0536666061554807', '1\n']
['INPPL1', '0', '0', '0', '0', '5', '0', '5', '1', '1\n']
['INSC', '3', '0', '0', '3', '6', '0', '6', '6.16041960270521e-05', '1\n']
['INSL3', '2', '0', '0', '2', '13', '0', '13', '0.00811714676948839', '1\n']
['INSL4', '0', '0', '0', '0', '4', '0', '4', '1', '1\n']
['INSL6', '4', '0', '0', '4', '234', '0', '234', '0.175423983191664', '1\n']
['INSM2', '2', '0', '0', '2', '9', '0', '9', '0.00435614295404578', '1\n']
['INSR', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['INSRR', '2', '0', '0', '2', '2', '0', '2', '0.000495893588449632', '1\n']
['INTS1', '2', '0', '0', '2', '1', '0', '1', '0.000249464731258956', '1\n']
['INTS10', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['INTS3', '2', '0', '0', '2', '0', '0', '0', '8.36643763246494e-05', '1\n']
['INTS4', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['INTS5', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['INTS9', '1', '0', '0', '1', '30', '0', '30', '0.248005124432272', '1\n', '141689']
['INTU', '1', '0', '0', '1', '7', '0', '7', '0.0709082307103203', '1\n']
['INVS', '3', '1', '0', '4', '37', '0', '37', '0.00586847236848482', '0.009151065341517\n']
['IP6K3', '2', '0', '0', '2', '4', '0', '4', '0.00122470998794798', '1\n']
['IPO11', '0', '0', '0', '0', '4', '0', '4', '1', '1\n']
['IPO5', '1', '0', '0', '1', '35', '0', '35', '0.281798268177142', '1\n']
['IPP', '2', '0', '0', '2', '13', '0', '13', '0.00811714676948839', '1\n']
['IQCA1', '2', '0', '0', '2', '284', '0', '284', '0.737716739878294', '1\n']
['IQCB1', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['IQCC', '3', '0', '0', '3', '267', '0', '267', '0.449368235150336', '1\n']
['IQCD', '0', '0', '0', '0', '2', '0', '2', '1', '1\n']
['IQCE', '5', '0', '0', '5', '334', '0', '334', '0.201245813788463', '1\n']
['IQCG', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['IQCH', '2', '0', '0', '2', '191', '0', '191', '0.528271185938546', '1\n']
['IQGAP1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['IQGAP2', '0', '0', '0', '0', '61', '0', '61', '1', '1\n']
['IQGAP3', '5', '0', '0', '5', '50', '0', '50', '0.000151418311274952', '1\n']
['IQSEC1', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['IQUB', '1', '0', '0', '1', '63', '0', '63', '0.444853830052016', '1\n']
['IRAK1BP1', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['IRAK2', '5', '0', '0', '5', '148', '0', '148', '0.0137229696505783', '1\n']
['IRAK3', '3', '0', '0', '3', '319', '0', '319', '0.566038781012951', '1\n']
['IRAK4', '1', '0', '0', '1', '58', '0', '58', '0.41872640935772', '1\n', '196865']
['IRF5', '1', '0', '0', '1', '8', '0', '8', '0.0794109924955475', '1\n']
['IRF7', '0', '0', '0', '0', '17', '0', '17', '1', '1\n']
['IRG1', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['IRGC', '0', '0', '0', '0', '3', '0', '3', '1', '1\n']
['IRS1', '0', '0', '0', '0', '118', '0', '118', '1', '1\n', 'ICGC_MB174']
['IRX4', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['IRX6', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['ISCU', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['ISG15', '1', '0', '0', '1', '2', '0', '2', '0.0272029670944346', '1\n']
['ISG20', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['ISLR', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['ISM2', '1', '0', '0', '1', '54', '0', '54', '0.396942714749826', '1\n']
['ISOC1', '0', '0', '0', '0', '7', '0', '7', '1', '1\n']
['ISPD', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['IST1', '1', '0', '0', '1', '28', '0', '28', '0.234047189801166', '1\n']
['ISX', '3', '0', '0', '3', '176', '0', '176', '0.226005731675066', '1\n']
['ISYNA1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['ITCH', '0', '0', '0', '0', '9', '0', '9', '1', '1\n']
['ITFG3', '2', '0', '0', '2', '0', '0', '0', '8.36643763246494e-05', '1\n']
['ITGA10', '1', '0', '0', '1', '8', '0', '8', '0.0794109924955475', '1\n']
['ITGA2B', '1', '0', '0', '1', '2', '0', '2', '0.0272029670944346', '1\n']
['ITGA5', '1', '0', '0', '1', '2', '0', '2', '0.0272029670944346', '1\n']
['ITGA6', '2', '0', '0', '2', '160', '0', '160', '0.437148594946525', '1\n', 'ICGC_MB96']
['ITGA7', '5', '0', '0', '5', '80', '0', '80', '0.00113973810761546', '1\n']
['ITGA8', '1', '0', '0', '1', '2', '0', '2', '0.0272029670944346', '1\n']
['ITGA9', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['ITGAD', '4', '0', '0', '4', '28', '0', '28', '0.000204472958410275', '1\n']
['ITGAE', '5', '0', '0', '5', '46', '0', '46', '0.00010537702366129', '1\n']
['ITGAL', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['ITGAM', '0', '0', '0', '0', '3', '0', '3', '1', '1\n']
['ITGAV', '1', '0', '0', '1', '5', '0', '5', '0.0536666061554807', '1\n']
['ITGAX', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['ITGB1', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['ITGB3BP', '0', '0', '0', '0', '121', '0', '121', '1', '1\n']
['ITGB4', '0', '0', '0', '0', '3', '0', '3', '1', '1\n']
['ITGB6', '1', '0', '0', '1', '7', '0', '7', '0.0709082307103203', '1\n']
['ITGB7', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['ITGBL1', '2', '0', '0', '2', '21', '0', '21', '0.0186372804911855', '1\n']
['ITIH1', '2', '0', '0', '2', '61', '0', '61', '0.11355731919741', '1\n']
['ITIH2', '1', '0', '0', '1', '36', '0', '36', '0.28837260519531', '1\n']
['ITIH3', '1', '0', '0', '1', '2', '0', '2', '0.0272029670944346', '1\n']
['ITIH5', '0', '0', '0', '0', '24', '0', '24', '1', '1\n']
['ITLN1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['ITPA', '0', '0', '0', '0', '8', '0', '8', '1', '1\n']
['ITPKC', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['ITPR2', '1', '0', '0', '1', '2', '0', '2', '0.0272029670944346', '1\n']
['ITPR3', '2', '0', '0', '2', '5', '0', '5', '0.00170418490988962', '1\n']
['ITPRIPL1', '0', '0', '0', '0', '39', '0', '39', '1', '1\n']
['ITPRIPL2', '1', '0', '0', '1', '2', '0', '2', '0.0272029670944346', '1\n']
['ITSN2', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['IVD', '2', '0', '0', '2', '5', '0', '5', '0.00170418490988962', '1\n']
['IVL', '5', '0', '0', '5', '628', '0', '628', '0.688102507385078', '1\n']
['IYD', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['IZUMO2', '0', '0', '0', '0', '7', '0', '7', '1', '1\n']
['IZUMO3', '0', '0', '0', '0', '7', '0', '7', '1', '1\n']
['IZUMO4', '3', '0', '0', '3', '0', '0', '0', '7.64198857496049e-07', '1\n']
['JAKMIP2', '0', '0', '0', '0', '2', '0', '2', '1', '1\n']
['JAKMIP3', '1', '0', '0', '1', '64', '0', '64', '0.449936793707548', '1\n']
['JAM2', '0', '0', '0', '0', '5', '0', '5', '1', '1\n']
['JAM3', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['JDP2', '1', '0', '0', '1', '5', '0', '5', '0.0536666061554807', '1\n']
['JKAMP', '1', '0', '0', '1', '8', '0', '8', '0.0794109924955475', '1\n']
['JMJD1C', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['JMJD4', '1', '0', '0', '1', '117', '0', '117', '0.662214080889609', '1\n']
['JMJD7', '0', '0', '0', '0', '3', '0', '3', '1', '1\n']
['JMJD7-PLA2G4B', '4', '0', '0', '4', '191', '0', '191', '0.105170779632943', '1\n']
['JMJD8', '4', '0', '0', '4', '185', '0', '185', '0.0966059565679022', '1\n']
['JMY', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['JPH2', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['JPH3', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['JPH4', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['JRKL', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['JSRP1', '4', '0', '0', '4', '224', '0', '224', '0.157840238423945', '1\n']
['KANK1', '4', '0', '0', '4', '0', '0', '0', '6.97378723518403e-09', '1\n']
['KANK2', '2', '0', '0', '2', '0', '0', '0', '8.36643763246494e-05', '1\n']
['KANSL1L', '1', '0', '0', '1', '55', '0', '55', '0.402463930881208', '1\n']
['KARS', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['KAT6A', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KAT8', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KATNA1', '1', '0', '0', '1', '7', '0', '7', '0.0709082307103203', '1\n']
['KATNAL2', '2', '0', '0', '2', '35', '0', '35', '0.0451221355231074', '1\n']
['KAZALD1', '1', '0', '0', '1', '42', '0', '42', '0.326575056229633', '1\n']
['KBTBD12', '0', '0', '0', '0', '99', '0', '99', '1', '1\n']
['KBTBD13', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['KBTBD3', '4', '0', '0', '4', '13', '0', '13', '1.50935218041232e-05', '1\n']
['KBTBD4', '1', '0', '0', '1', '4', '0', '4', '0.0449262901275587', '1\n']
['KBTBD7', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['KCNA5', '1', '0', '0', '1', '2', '0', '2', '0.0272029670944346', '1\n']
['KCNAB1', '1', '0', '0', '1', '19', '0', '19', '0.167963437741586', '1\n']
['KCNAB3', '1', '0', '0', '1', '77', '0', '77', '0.511934968275653', '1\n']
['KCNC2', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KCND2', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['KCND3', '1', '0', '0', '1', '4', '0', '4', '0.0449262901275587', '1\n']
['KCNE2', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['KCNE3', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['KCNG4', '0', '0', '0', '0', '5', '0', '5', '1', '1\n']
['KCNH1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['KCNH5', '1', '0', '0', '1', '8', '0', '8', '0.0794109924955475', '1\n']
['KCNH6', '1', '0', '0', '1', '2', '0', '2', '0.0272029670944346', '1\n']
['KCNH8', '2', '0', '0', '2', '39', '0', '39', '0.0542525255258883', '1\n']
['KCNIP1', '2', '0', '0', '2', '3', '0', '3', '0.000821464138581235', '1\n']
['KCNIP4', '0', '0', '0', '0', '0', '0', '0', '1', '1\n', 'ICGC_MB176']
['KCNJ1', '1', '0', '0', '1', '24', '0', '24', '0.205350037578284', '1\n']
['KCNJ12', '1', '0', '0', '1', '30', '0', '30', '0.248005124432272', '1\n']
['KCNJ15', '1', '0', '0', '1', '5', '0', '5', '0.0536666061554807', '1\n']
['KCNJ16', '0', '0', '0', '0', '53', '0', '53', '1', '1\n']
['KCNK17', '1', '0', '0', '1', '63', '0', '63', '0.444853830052016', '1\n']
['KCNK18', '2', '0', '0', '2', '780', '0', '780', '0.993906536978808', '1\n']
['KCNK2', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KCNK3', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KCNK5', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['KCNK6', '1', '0', '0', '1', '72', '0', '72', '0.488961825351604', '1\n']
['KCNMB3', '1', '0', '0', '1', '106', '0', '106', '0.626232126869526', '1\n']
['KCNN4', '2', '0', '0', '2', '206', '0', '206', '0.568628004564227', '1\n']
['KCNQ1', '2', '0', '0', '2', '28', '0', '28', '0.0307274731438555', '1\n']
['KCNQ3', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KCNQ4', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KCNQ5', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KCNU1', '2', '0', '0', '2', '227', '0', '227', '0.620824587698495', '1\n']
['KCNV2', '1', '0', '0', '1', '8', '0', '8', '0.0794109924955475', '1\n']
['KCTD15', '1', '0', '0', '1', '4', '0', '4', '0.0449262901275587', '1\n']
['KCTD18', '1', '0', '0', '1', '2', '0', '2', '0.0272029670944346', '1\n']
['KCTD19', '6', '0', '0', '6', '401', '0', '401', '0.172253420544074', '1\n']
['KCTD2', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KCTD20', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['KCTD3', '1', '0', '0', '1', '2', '0', '2', '0.0272029670944346', '1\n']
['KCTD4', '1', '0', '0', '1', '99', '0', '99', '0.601365740969022', '1\n']
['KCTD8', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n', 'ICGC_MB121']
['KDELC1', '0', '0', '0', '0', '16', '0', '16', '1', '1\n']
['KDELC2', '2', '0', '0', '2', '197', '0', '197', '0.544717987705087', '1\n']
['KDELR3', '2', '0', '0', '2', '331', '0', '331', '0.809587583257112', '1\n']
['KDM1A', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['KDM1B', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KDM4A', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KDM4B', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KDM4C', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['KDM4D', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KDM5A', '1', '0', '0', '1', '3', '0', '3', '0.036105324929763', '1\n']
['KDM5B', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['KDM6B', '0', '0', '0', '0', '2', '0', '2', '1', '1\n']
['KDM8', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['KDSR', '1', '0', '0', '1', '4', '0', '4', '0.0449262901275587', '1\n']
['KEAP1', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['KEL', '1', '0', '0', '1', '5', '0', '5', '0.0536666061554807', '1\n']
['KHDC1', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KHDC3L', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['KHK', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['KIAA0020', '2', '0', '0', '2', '105', '0', '105', '0.256533482499115', '1\n']
['KIAA0100', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['KIAA0101', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KIAA0141', '3', '0', '0', '3', '250', '0', '250', '0.408463957502767', '1\n']
['KIAA0195', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KIAA0196', '1', '0', '0', '1', '6', '0', '6', '0.0623270096964126', '1\n']
['KIAA0226', '2', '0', '0', '2', '1', '0', '1', '0.000249464731258956', '1\n']
['KIAA0226L', '1', '0', '0', '1', '10', '0', '10', '0.0961839986291075', '1\n']
['KIAA0319', '1', '0', '0', '1', '7', '0', '7', '0.0709082307103203', '1\n']
['KIAA0319L', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['KIAA0355', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KIAA0368', '1', '0', '0', '1', '209', '0', '209', '0.855186375138082', '1\n']
['KIAA0391', '0', '0', '0', '0', '31', '0', '31', '1', '1\n']
['KIAA0408', '2', '0', '0', '2', '116', '0', '116', '0.293723006623859', '1\n']
['KIAA0556', '4', '0', '0', '4', '130', '0', '130', '0.0352644313132068', '1\n']
['KIAA0586', '2', '0', '0', '2', '5', '0', '5', '0.00170418490988962', '1\n']
['KIAA0753', '5', '0', '0', '5', '28', '0', '28', '1.21984514562798e-05', '1\n']
['KIAA0825', '2', '0', '0', '2', '9', '0', '9', '0.00435614295404578', '1\n']
['KIAA0895L', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KIAA0922', '0', '0', '0', '0', '21', '0', '21', '1', '1\n']
['KIAA0947', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['KIAA1009', '0', '0', '0', '0', '16', '0', '16', '1', '1\n']
['KIAA1024L', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['KIAA1033', '3', '0', '0', '3', '2', '0', '2', '7.53776325222997e-06', '1\n']
['KIAA1109', '2', '0', '0', '2', '1', '0', '1', '0.000249464731258956', '1\n']
['KIAA1161', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KIAA1191', '1', '0', '0', '1', '22', '0', '22', '0.190601141178101', '1\n']
['KIAA1211', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KIAA1211L', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KIAA1217', '1', '0', '0', '1', '2', '0', '2', '0.0272029670944346', '1\n']
['KIAA1239', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['KIAA1244', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KIAA1324', '2', '0', '0', '2', '3', '0', '3', '0.000821464138581235', '1\n']
['KIAA1328', '1', '0', '0', '1', '124', '0', '124', '0.683287972387944', '1\n']
['KIAA1377', '0', '0', '0', '0', '182', '0', '182', '1', '1\n']
['KIAA1407', '7', '0', '0', '7', '636', '0', '636', '0.374950736218539', '1\n']
['KIAA1430', '1', '0', '0', '1', '17', '0', '17', '0.152521307224677', '1\n']
['KIAA1456', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['KIAA1524', '2', '0', '0', '2', '3', '0', '3', '0.000821464138581235', '1\n']
['KIAA1549', '1', '0', '0', '1', '2', '0', '2', '0.0272029670944346', '1\n']
['KIAA1549L', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KIAA1551', '0', '0', '0', '0', '8', '0', '8', '1', '1\n']
['KIAA1586', '4', '0', '0', '4', '635', '0', '635', '0.836669086911117', '1\n']
['KIAA1614', '2', '0', '0', '2', '15', '0', '15', '0.0103872990488327', '1\n']
['KIAA1671', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['KIAA1683', '3', '0', '0', '3', '302', '0', '302', '0.529530714988979', '1\n']
['KIAA1715', '1', '0', '0', '1', '4', '0', '4', '0.0449262901275587', '1\n']
['KIAA1731', '2', '0', '0', '2', '47', '0', '47', '0.0742157961927765', '1\n']
['KIAA1755', '6', '0', '0', '6', '297', '0', '297', '0.0616413317465912', '1\n']
['KIAA1841', '1', '0', '0', '1', '14', '0', '14', '0.128819599937921', '1\n']
['KIAA1875', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['KIAA1919', '0', '0', '0', '0', '20', '0', '20', '1', '1\n']
['KIAA2013', '1', '0', '0', '1', '2', '0', '2', '0.0272029670944346', '1\n']
['KIAA2018', '0', '0', '0', '0', '1349', '0', '1349', '1', '1\n']
['KIAA2026', '2', '0', '0', '2', '0', '0', '0', '8.36643763246494e-05', '1\n', '141689']
['KIDINS220', '1', '0', '0', '1', '54', '0', '54', '0.396942714749826', '1\n']
['KIF12', '1', '0', '0', '1', '22', '0', '22', '0.190601141178101', '1\n']
['KIF13A', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['KIF14', '1', '0', '0', '1', '4', '0', '4', '0.0449262901275587', '1\n']
['KIF15', '1', '0', '0', '1', '5', '0', '5', '0.0536666061554807', '1\n']
['KIF16B', '4', '0', '0', '4', '132', '0', '132', '0.0369217590695489', '1\n']
['KIF17', '2', '0', '0', '2', '0', '0', '0', '8.36643763246494e-05', '1\n']
['KIF18A', '1', '0', '0', '1', '5', '0', '5', '0.0536666061554807', '1\n']
['KIF19', '2', '0', '0', '2', '91', '0', '91', '0.209388167601086', '1\n']
['KIF1A', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['KIF20A', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KIF20B', '1', '0', '0', '1', '50', '0', '50', '0.374343450868727', '1\n']
['KIF21A', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KIF24', '5', '0', '0', '5', '654', '0', '654', '0.721008524207135', '1\n']
['KIF25', '1', '0', '0', '1', '14', '0', '14', '0.128819599937921', '1\n']
['KIF26A', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['KIF27', '4', '0', '0', '4', '17', '0', '17', '3.6865220894502e-05', '1\n']
['KIF2B', '3', '0', '0', '3', '22', '0', '22', '0.00151228177272898', '1\n']
['KIF2C', '0', '0', '0', '0', '76', '0', '76', '1', '1\n']
['KIF4B', '4', '0', '0', '4', '30', '0', '30', '0.000259900226502438', '1\n']
['KIF5A', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['KIF5B', '0', '0', '0', '0', '10', '0', '10', '1', '1\n']
['KIF6', '4', '0', '0', '4', '46', '0', '46', '0.00114955513844939', '1\n']
['KIF7', '2', '0', '0', '2', '3', '0', '3', '0.000821464138581235', '1\n']
['KIF9', '0', '0', '0', '0', '10', '0', '10', '1', '1\n']
['KIFC2', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['KIFC3', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['KIN', '2', '0', '0', '2', '7', '0', '7', '0.00288613642849814', '1\n']
['KIR2DL3', '1', '0', '0', '1', '110', '0', '110', '0.639739339549529', '1\n']
['KIR2DL4', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KIR3DL1', '1', '0', '1', '3', '142', '0', '142', '0.38003561193428', '0.009151065341517\n']
['KIR3DL2', '0', '0', '1', '2', '43', '0', '43', '0.332739881146913', '0.009151065341517\n']
['KIRREL2', '0', '0', '0', '0', '2', '0', '2', '1', '1\n']
['KITLG', '0', '0', '0', '0', '11', '0', '11', '1', '1\n']
['KL', '0', '0', '0', '0', '5', '0', '5', '1', '1\n']
['KLB', '1', '0', '0', '1', '3', '0', '3', '0.036105324929763', '1\n']
['KLC3', '7', '0', '0', '7', '266', '0', '266', '0.0135835142106224', '1\n']
['KLC4', '2', '0', '0', '2', '16', '0', '16', '0.0116153701258641', '1\n']
['KLF1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['KLF17', '2', '0', '0', '2', '23', '0', '23', '0.0218356391326685', '1\n']
['KLHDC1', '2', '0', '0', '2', '40', '0', '40', '0.0566287802249433', '1\n']
['KLHDC2', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['KLHDC4', '4', '0', '0', '4', '236', '0', '236', '0.179018482251557', '1\n']
['KLHDC7A', '2', '0', '0', '2', '329', '0', '329', '0.806926216954845', '1\n']
['KLHDC7B', '2', '0', '0', '2', '3', '0', '3', '0.000821464138581235', '1\n']
['KLHDC8B', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KLHDC9', '5', '0', '0', '5', '142', '0', '142', '0.011710267552896', '1\n']
['KLHL1', '1', '0', '0', '1', '5', '0', '5', '0.0536666061554807', '1\n']
['KLHL11', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KLHL12', '2', '0', '0', '2', '19', '0', '19', '0.0156569427024592', '1\n']
['KLHL17', '0', '0', '0', '0', '14', '0', '14', '1', '1\n']
['KLHL20', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['KLHL21', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['KLHL23', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['KLHL25', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['KLHL26', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KLHL30', '2', '0', '0', '2', '64', '0', '64', '0.122566454105392', '1\n']
['KLHL32', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['KLHL33', '4', '0', '0', '4', '130', '0', '130', '0.0352644313132068', '1\n']
['KLHL35', '4', '0', '0', '4', '31', '0', '31', '0.000291315165830611', '1\n']
['KLHL38', '1', '0', '0', '1', '8', '0', '8', '0.0794109924955475', '1\n']
['KLHL40', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['KLHL41', '1', '0', '0', '1', '4', '0', '4', '0.0449262901275587', '1\n']
['KLHL5', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['KLHL7', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['KLHL8', '1', '0', '0', '1', '24', '0', '24', '0.205350037578284', '1\n']
['KLK1', '1', '0', '0', '1', '23', '0', '23', '0.198009461640459', '1\n']
['KLK10', '2', '0', '0', '2', '82', '0', '82', '0.179585715399971', '1\n']
['KLK11', '2', '0', '0', '2', '2', '0', '2', '0.000495893588449632', '1\n']
