['A1BG', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['AIFM3', '2', '0', '0', '2', '69', '0', '69', '0.137943046141719', '1\n']
['AIM1', '3', '0', '0', '3', '195', '0', '195', '0.272290971162688', '1\n']
['AIM1L', '3', '0', '0', '3', '79', '0', '79', '0.0397337533333417', '1\n']
['AIM2', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['AIPL1', '2', '0', '0', '2', '80', '0', '80', '0.173052643443134', '1\n']
['AIRE', '3', '0', '0', '3', '185', '0', '185', '0.247766146657293', '1\n']
['AK3', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['AK4', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['AK5', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['AK7', '1', '0', '0', '1', '4', '0', '4', '0.0449262901275587', '1\n']
['AK8', '2', '0', '0', '2', '9', '0', '9', '0.00435614295404578', '1\n']
['AK9', '0', '0', '0', '0', '9', '0', '9', '1', '1\n']
['AKAP12', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['AKAP13', '1', '0', '0', '1', '67', '0', '67', '0.464908399200133', '1\n']
['AKAP2', '0', '0', '0', '0', '2', '0', '2', '1', '1\n']
['AKAP3', '0', '0', '0', '0', '10', '0', '10', '1', '1\n']
['AKAP7', '2', '0', '0', '2', '25', '0', '25', '0.0252431009053942', '1\n']
['AKAP9', '2', '0', '0', '2', '0', '0', '0', '8.36643763246494e-05', '1\n']
['AKIP1', '0', '0', '0', '0', '28', '0', '28', '1', '1\n']
['AKIRIN2', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['AKNA', '1', '0', '0', '1', '14', '0', '14', '0.128819599937921', '1\n']
['AKNAD1', '2', '0', '0', '2', '6', '0', '6', '0.00225846259906012', '1\n']
['AKR1A1', '0', '0', '0', '0', '76', '0', '76', '1', '1\n']
['AKR1B10', '1', '0', '0', '1', '133', '0', '133', '0.708464349673424', '1\n']
['AKR1B15', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['AKR1C1', '3', '0', '0', '3', '244', '0', '244', '0.393799617425048', '1\n']
['AKR1C2', '2', '0', '0', '2', '121', '0', '121', '0.310557193919392', '1\n']
['AKR1C3', '6', '0', '0', '6', '360', '0', '360', '0.12186829199414', '1\n']
['AKR1C4', '1', '0', '0', '1', '5', '0', '5', '0.0536666061554807', '1\n']
['AKR1E2', '2', '0', '0', '2', '134', '0', '134', '0.353860693483065', '1\n']
['AKR7A3', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['AL021546.6', '1', '0', '0', '1', '20', '0', '20', '0.175578762493543', '1\n']
['AL031590.1', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['AL031663.2', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['AL033381.1', '2', '0', '0', '2', '21', '0', '21', '0.0186372804911855', '1\n']
['AL035681.1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['AL049747.1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['AL109659.1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['AL133481.1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['AL158091.1', '2', '0', '0', '2', '10', '0', '10', '0.00519575864040577', '1\n']
['AL163636.6', '2', '0', '0', '2', '54', '0', '54', '0.0932758275238112', '1\n']
['AL354718.1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['AL354898.1', '1', '0', '0', '1', '12', '0', '12', '0.112651683545657', '1\n']
['AL355390.1', '1', '0', '0', '1', '29', '0', '29', '0.241058214513488', '1\n']
['AL359091.2', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['AL359195.1', '0', '0', '0', '0', '10', '0', '10', '1', '1\n']
['AL359878.1', '1', '0', '0', '1', '2', '0', '2', '0.0272029670944346', '1\n']
['AL390778.1', '0', '0', '0', '0', '5', '0', '5', '1', '1\n']
['AL441883.1', '1', '0', '0', '1', '31', '0', '31', '0.254888505333937', '1\n']
['AL590822.1', '2', '0', '0', '2', '42', '0', '42', '0.0614875847865679', '1\n']
['AL603965.1', '1', '0', '0', '1', '648', '0', '648', '0.997478923170864', '1\n']
['AL627171.2', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['ALAS1', '1', '0', '0', '1', '35', '0', '35', '0.281798268177142', '1\n']
['ALDH16A1', '0', '0', '0', '0', '3', '0', '3', '1', '1\n']
['ALDH1A2', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['ALDH1A3', '2', '0', '0', '2', '1', '0', '1', '0.000249464731258956', '1\n']
['ALDH1B1', '4', '0', '0', '4', '283', '0', '283', '0.269262820300068', '1\n']
['ALDH1L1', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['ALDH1L2', '1', '0', '0', '1', '166', '0', '166', '0.784837177593521', '1\n']
['ALDH2', '1', '0', '0', '1', '21', '0', '21', '0.183124451583018', '1\n']
['ALDH3A1', '0', '0', '0', '0', '17', '0', '17', '1', '1\n']
['ALDH3A2', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['ALDH3B1', '2', '0', '0', '2', '0', '0', '0', '8.36643763246494e-05', '1\n']
['ALDH3B2', '4', '0', '0', '4', '15', '0', '15', '2.42250662574191e-05', '1\n']
['ALDH4A1', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['ALDH5A1', '1', '0', '0', '1', '42', '0', '42', '0.326575056229633', '1\n']
['ALDH6A1', '2', '0', '0', '2', '2', '0', '2', '0.000495893588449632', '1\n']
['ALDH7A1', '1', '0', '0', '1', '3', '0', '3', '0.036105324929763', '1\n']
['ALDH8A1', '2', '0', '0', '2', '6', '0', '6', '0.00225846259906012', '1\n']
['ALDH9A1', '2', '0', '0', '2', '62', '0', '62', '0.116540908211144', '1\n']
['ALDOA', '2', '0', '0', '2', '9', '0', '9', '0.00435614295404578', '1\n']
['ALDOB', '2', '0', '0', '2', '34', '0', '34', '0.0429376782047896', '1\n']
['ALG1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['ALG10B', '1', '0', '0', '1', '175', '0', '175', '0.801947041890009', '1\n']
['ALG11', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['ALG12', '2', '0', '0', '2', '20', '0', '20', '0.0171192916145528', '1\n']
['ALG1L', '1', '0', '0', '1', '3', '0', '3', '0.036105324929763', '1\n']
['ALG2', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['ALG3', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['ALG6', '2', '0', '0', '2', '1', '0', '1', '0.000249464731258956', '1\n']
['ALG8', '3', '0', '0', '3', '56', '0', '56', '0.0169952881276181', '1\n']
['ALK', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['ALKBH1', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['ALKBH2', '3', '0', '0', '3', '42', '0', '42', '0.00814909704517001', '1\n']
['ALKBH3', '1', '0', '0', '1', '15', '0', '15', '0.136792852516357', '1\n']
['ALKBH4', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['ALKBH6', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['ALKBH7', '1', '0', '0', '1', '13', '0', '13', '0.120772769726693', '1\n']
['ALKBH8', '1', '0', '0', '1', '2', '0', '2', '0.0272029670944346', '1\n']
['ALLC', '1', '0', '0', '1', '173', '0', '173', '0.798266306071808', '1\n']
['ALMS1', '4', '0', '0', '4', '4', '0', '4', '4.74084286822792e-07', '1\n']
['ALOX12', '1', '0', '0', '1', '4', '0', '4', '0.0449262901275587', '1\n']
['ALOX12B', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['ALOX15', '1', '0', '0', '1', '58', '0', '58', '0.41872640935772', '1\n']
['ALOX15B', '5', '0', '0', '5', '56', '0', '56', '0.000247505172186533', '1\n']
['ALOX5', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['ALOXE3', '0', '0', '0', '0', '37', '0', '37', '1', '1\n']
['ALPI', '1', '0', '0', '1', '153', '0', '153', '0.757483137707457', '1\n']
['ALPK1', '8', '0', '0', '8', '518', '0', '518', '0.113180224584349', '1\n']
['ALPK2', '7', '0', '0', '7', '18', '0', '18', '2.19448261576965e-09', '1\n']
['ALPK3', '1', '0', '0', '1', '17', '0', '17', '0.152521307224677', '1\n']
['ALPL', '1', '0', '0', '1', '76', '0', '76', '0.507424403666431', '1\n']
['ALPP', '1', '0', '0', '1', '13', '0', '13', '0.120772769726693', '1\n']
['ALPPL2', '7', '0', '0', '7', '104', '0', '104', '7.84238944802248e-05', '1\n']
['ALS2', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['ALS2CL', '1', '0', '0', '1', '5', '0', '5', '0.0536666061554807', '1\n']
['ALS2CR11', '4', '0', '0', '4', '328', '0', '328', '0.361362408364112', '1\n']
['ALS2CR12', '6', '0', '0', '6', '150', '0', '150', '0.00329806770721311', '1\n']
['ALX1', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['ALX3', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['ALX4', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['AMACR', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['AMBRA1', '0', '0', '0', '0', '8', '0', '8', '1', '1\n']
['AMDHD1', '1', '0', '0', '1', '19', '0', '19', '0.167963437741586', '1\n']
['AMDHD2', '2', '0', '0', '2', '1', '0', '1', '0.000249464731258956', '1\n']
['AMER3', '0', '0', '0', '0', '56', '0', '56', '1', '1\n']
['AMFR', '0', '0', '0', '0', '3', '0', '3', '1', '1\n']
['AMH', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['AMHR2', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['AMICA1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['AMIGO2', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['AMIGO3', '2', '0', '0', '2', '20', '0', '20', '0.0171192916145528', '1\n']
['AMN', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['AMN1', '0', '0', '0', '0', '2', '0', '2', '1', '1\n']
['AMOTL1', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['AMOTL2', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['AMPD1', '1', '0', '0', '1', '83', '0', '83', '0.53814486336452', '1\n']
['AMPD2', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['AMPD3', '1', '0', '0', '1', '7', '0', '7', '0.0709082307103203', '1\n']
['AMTN', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['AMY1C', '0', '0', '0', '0', '1838', '0', '1838', '1', '1\n']
['AMY2A', '0', '0', '0', '0', '45', '0', '45', '1', '1\n']
['AMY2B', '0', '0', '0', '0', '15', '0', '15', '1', '1\n']
['AMZ1', '1', '0', '0', '1', '3', '0', '3', '0.036105324929763', '1\n']
['AMZ2', '2', '0', '0', '2', '127', '0', '127', '0.330642821545643', '1\n']
['ANAPC16', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['ANG', '2', '0', '0', '2', '54', '0', '54', '0.0932758275238112', '1\n']
['ANGEL1', '3', '0', '0', '3', '312', '0', '312', '0.551216289741451', '1\n']
['ANGEL2', '0', '0', '0', '0', '98', '0', '98', '1', '1\n']
['ANGPT2', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['ANGPT4', '0', '0', '0', '0', '14', '0', '14', '1', '1\n']
['ANGPTL1', '1', '0', '0', '1', '2', '0', '2', '0.0272029670944346', '1\n']
['ANGPTL3', '2', '0', '0', '2', '51', '0', '51', '0.0849436199782137', '1\n']
['ANGPTL4', '2', '0', '0', '2', '54', '0', '54', '0.0932758275238112', '1\n']
['ANGPTL5', '0', '0', '0', '0', '110', '0', '110', '1', '1\n']
['ANGPTL6', '3', '0', '0', '3', '102', '0', '102', '0.0723156578326918', '1\n']
['ANHX', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['ANK1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['ANK3', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['ANKAR', '9', '0', '0', '9', '112', '0', '112', '1.97034724961475e-06', '1\n']
['ANKDD1A', '2', '1', '0', '3', '27', '0', '27', '0.0288510001280414', '0.009151065341517\n']
['ANKDD1B', '4', '0', '0', '4', '352', '0', '352', '0.410663870818766', '1\n']
['ANKEF1', '0', '0', '0', '0', '14', '0', '14', '1', '1\n']
['ANKFN1', '1', '0', '0', '1', '25', '0', '25', '0.212623487898758', '1\n']
['ANKFY1', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['ANKK1', '4', '0', '0', '4', '194', '0', '194', '0.109578338472901', '1\n']
['ANKMY1', '2', '0', '0', '2', '104', '0', '104', '0.253151106773832', '1\n']
['ANKMY2', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['ANKRD1', '0', '0', '0', '0', '24', '0', '24', '1', '1\n']
['ANKRD12', '0', '0', '0', '0', '7', '0', '7', '1', '1\n']
['ANKRD16', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['ANKRD18A', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['ANKRD18B', '2', '0', '0', '2', '113', '0', '113', '0.283593325752989', '1\n']
['ANKRD2', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['ANKRD20A1', '2', '0', '0', '2', '1456', '0', '1456', '0.999979698113197', '1\n']
['ANKRD20A2', '0', '0', '0', '0', '262', '0', '262', '1', '1\n']
['ANKRD20A4', '2', '0', '0', '2', '97', '0', '97', '0.229519922366581', '1\n']
['ANKRD22', '0', '0', '0', '0', '4', '0', '4', '1', '1\n']
['ANKRD23', '4', '0', '0', '4', '55', '0', '55', '0.00212912634777007', '1\n']
['ANKRD24', '3', '0', '0', '3', '18', '0', '18', '0.000898627713400583', '1\n']
['ANKRD26', '2', '0', '0', '2', '89', '0', '89', '0.202717130978498', '1\n']
['ANKRD27', '3', '0', '0', '3', '25', '0', '25', '0.00211055171736174', '1\n']
['ANKRD29', '0', '0', '0', '0', '10', '0', '10', '1', '1\n']
['ANKRD30A', '3', '0', '0', '3', '77', '0', '77', '0.0373529587265029', '1\n', 'ICGC_MB118']
['ANKRD30B', '1', '0', '0', '1', '10', '0', '10', '0.0961839986291075', '1\n']
['ANKRD31', '2', '0', '0', '2', '7', '0', '7', '0.00288613642849814', '1\n']
['ANKRD32', '1', '0', '0', '1', '11', '0', '11', '0.104455656809899', '1\n']
['ANKRD33', '1', '0', '0', '1', '29', '0', '29', '0.241058214513488', '1\n']
['ANKRD33B', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['ANKRD34B', '2', '0', '0', '2', '11', '0', '11', '0.00610333598080231', '1\n']
['ANKRD35', '5', '0', '0', '5', '566', '0', '566', '0.59954612437314', '1\n']
['ANKRD36', '6', '0', '0', '6', '801', '0', '801', '0.747916142636276', '1\n']
['ANKRD37', '1', '0', '0', '1', '11', '0', '11', '0.104455656809899', '1\n']
['ANKRD39', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['ANKRD40', '2', '0', '0', '2', '3', '0', '3', '0.000821464138581235', '1\n']
['ANKRD42', '1', '0', '0', '1', '31', '0', '31', '0.254888505333937', '1\n']
['ANKRD49', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['ANKRD53', '3', '0', '0', '3', '28', '0', '28', '0.00283753795543447', '1\n']
['ANKRD55', '1', '0', '0', '1', '52', '0', '52', '0.385746909290813', '1\n']
['ANKRD6', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['ANKRD60', '2', '0', '0', '2', '211', '0', '211', '0.581513261923268', '1\n']
['ANKRD61', '2', '0', '0', '2', '5', '0', '5', '0.00170418490988962', '1\n']
['ANKRD65', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['ANKRD7', '1', '0', '0', '1', '13', '0', '13', '0.120772769726693', '1\n']
['ANKRD9', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['ANKS6', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['ANKUB1', '3', '0', '0', '3', '29', '0', '29', '0.00310992398960938', '1\n']
['ANKZF1', '3', '0', '0', '3', '9', '0', '9', '0.000158064522245771', '1\n']
['ANLN', '2', '0', '0', '2', '112', '0', '112', '0.280213376984104', '1\n']
['ANO1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['ANO10', '2', '0', '0', '2', '76', '0', '76', '0.16011092875633', '1\n']
['ANO2', '2', '0', '0', '2', '71', '0', '71', '0.144206767819906', '1\n', '139625']
['ANO3', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['ANO4', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['ANO5', '2', '0', '0', '2', '49', '0', '49', '0.0795227158336531', '1\n']
['ANO6', '1', '0', '0', '1', '5', '0', '5', '0.0536666061554807', '1\n']
['ANO7', '4', '0', '0', '4', '490', '0', '490', '0.662882208848279', '1\n']
['ANO8', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['ANO9', '3', '0', '0', '3', '11', '0', '11', '0.000257972712458872', '1\n']
['ANPEP', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['ANTXR2', '0', '0', '0', '0', '10', '0', '10', '1', '1\n']
['ANTXRL', '4', '0', '0', '4', '27', '0', '27', '0.000180217451265202', '1\n']
['ANXA1', '1', '0', '0', '1', '59', '0', '59', '0.424048369894871', '1\n']
['ANXA10', '0', '0', '0', '0', '2', '0', '2', '1', '1\n']
['ANXA11', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['ANXA13', '2', '0', '0', '2', '27', '0', '27', '0.0288510001280414', '1\n']
['ANXA2', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['ANXA2R', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['ANXA3', '2', '0', '0', '2', '36', '0', '36', '0.0473467587600479', '1\n']
['ANXA5', '0', '0', '0', '0', '171', '0', '171', '1', '1\n']
['ANXA6', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['ANXA9', '1', '0', '0', '1', '3', '0', '3', '0.036105324929763', '1\n']
['AOAH', '2', '0', '0', '2', '2', '0', '2', '0.000495893588449632', '1\n']
['AOC1', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['AOC2', '0', '0', '0', '0', '269', '0', '269', '1', '1\n']
['AOC3', '2', '0', '0', '2', '61', '0', '61', '0.11355731919741', '1\n']
['AOX1', '5', '0', '0', '5', '227', '0', '227', '0.0633738091706843', '1\n']
['AP000275.65', '0', '0', '0', '0', '46', '0', '46', '1', '1\n']
['AP000322.53', '0', '0', '0', '0', '519', '0', '519', '1', '1\n']
['AP000350.10', '2', '0', '0', '2', '57', '0', '57', '0.101832065547545', '1\n']
['AP000679.2', '3', '0', '0', '3', '130', '0', '130', '0.12334839415111', '1\n']
['AP000695.1', '2', '0', '0', '2', '59', '0', '59', '0.107651600922193', '1\n']
['AP001631.10', '2', '0', '0', '2', '10', '0', '10', '0.00519575864040577', '1\n']
['AP001652.1', '1', '0', '0', '1', '8', '0', '8', '0.0794109924955475', '1\n']
['AP002884.3', '1', '0', '0', '1', '7', '0', '7', '0.0709082307103203', '1\n']
['AP003062.1', '1', '0', '0', '1', '229', '0', '229', '0.879549850823055', '1\n']
['AP1G2', '8', '0', '0', '8', '432', '0', '432', '0.0515578341377315', '1\n']
['AP1M2', '1', '0', '0', '1', '108', '0', '108', '0.63304781852153', '1\n']
['AP1S1', '1', '0', '0', '1', '8', '0', '8', '0.0794109924955475', '1\n']
['AP2A2', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['AP3B1', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['AP3B2', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['AP3M2', '2', '0', '0', '2', '0', '0', '0', '8.36643763246494e-05', '1\n']
['AP3S2', '1', '0', '0', '1', '16', '0', '16', '0.144693199608077', '1\n']
['AP4B1', '0', '0', '0', '0', '34', '0', '34', '1', '1\n']
['AP4E1', '0', '0', '0', '0', '4', '0', '4', '1', '1\n']
['AP4M1', '0', '0', '0', '0', '2', '0', '2', '1', '1\n']
['AP4S1', '1', '0', '0', '1', '29', '0', '29', '0.241058214513488', '1\n']
['AP5B1', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['AP5M1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['AP5Z1', '3', '0', '0', '3', '3', '0', '3', '1.49724398477513e-05', '1\n']
['APAF1', '1', '0', '0', '1', '26', '0', '26', '0.219830425860041', '1\n']
['APBA3', '3', '0', '0', '3', '105', '0', '105', '0.0772307486636023', '1\n']
['APBB2', '1', '0', '0', '1', '91', '0', '91', '0.570917008937601', '1\n']
['APBB3', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['APC', '4', '0', '0', '4', '1', '0', '1', '3.46146123110945e-08', '1\n']
['APCDD1', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['APCDD1L', '0', '0', '0', '0', '28', '0', '28', '1', '1\n']
['APCS', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['APEH', '1', '0', '0', '1', '2', '0', '2', '0.0272029670944346', '1\n']
['APEX1', '1', '0', '0', '1', '43', '0', '43', '0.332739881146913', '1\n']
['APH1A', '1', '0', '0', '1', '848', '0', '848', '0.999603811450284', '1\n']
['APH1B', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['APIP', '0', '0', '0', '0', '66', '0', '66', '1', '1\n']
['APITD1', '1', '0', '0', '1', '24', '0', '24', '0.205350037578284', '1\n']
['APITD1-CORT', '1', '0', '0', '1', '24', '0', '24', '0.205350037578284', '1\n']
['APLF', '1', '0', '0', '1', '110', '0', '110', '0.639739339549529', '1\n']
['APLP1', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['APOA1BP', '0', '0', '0', '0', '6', '0', '6', '1', '1\n']
['APOA4', '1', '0', '0', '1', '24', '0', '24', '0.205350037578284', '1\n']
['APOA5', '3', '0', '0', '3', '25', '0', '25', '0.00211055171736174', '1\n']
['APOB', '2', '0', '0', '2', '6', '0', '6', '0.00225846259906012', '1\n']
['APOBEC2', '1', '0', '0', '1', '6', '0', '6', '0.0623270096964126', '1\n']
['APOBEC3A', '2', '0', '0', '2', '2', '0', '2', '0.000495893588449632', '1\n']
['APOBEC3B', '2', '0', '0', '2', '170', '0', '170', '0.467620824737931', '1\n']
['APOBEC3D', '2', '0', '0', '2', '51', '0', '51', '0.0849436199782137', '1\n']
['APOBEC3F', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['APOBEC3G', '0', '0', '0', '0', '53', '0', '53', '1', '1\n']
['APOBEC3H', '1', '0', '0', '1', '192', '0', '192', '0.830644089943284', '1\n']
['APOBR', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['APOC2', '0', '0', '0', '0', '4', '0', '4', '1', '1\n']
['APOC4', '2', '0', '0', '2', '117', '0', '117', '0.297095344581475', '1\n']
['APOD', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['APOF', '0', '0', '0', '0', '2', '0', '2', '1', '1\n']
['APOH', '1', '0', '0', '1', '71', '0', '71', '0.484239153330622', '1\n']
['APOL1', '2', '0', '0', '2', '307', '0', '307', '0.775399860474697', '1\n']
['APOL2', '1', '0', '0', '1', '11', '0', '11', '0.104455656809899', '1\n']
['APOL4', '1', '0', '0', '1', '2', '0', '2', '0.0272029670944346', '1\n']
['APOL5', '3', '0', '0', '3', '185', '0', '185', '0.247766146657293', '1\n']
['APOL6', '1', '0', '0', '1', '6', '0', '6', '0.0623270096964126', '1\n']
['APOLD1', '1', '0', '0', '1', '25', '0', '25', '0.212623487898758', '1\n']
['APP', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['APPL1', '1', '0', '0', '1', '93', '0', '93', '0.578740376002474', '1\n']
['APPL2', '1', '0', '0', '1', '138', '0', '138', '0.721576730979683', '1\n']
['APRT', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['APTX', '3', '0', '0', '3', '82', '0', '82', '0.0434454760838848', '1\n']
['AQP11', '1', '0', '0', '1', '31', '0', '31', '0.254888505333937', '1\n']
['AQP8', '1', '0', '0', '1', '2', '0', '2', '0.0272029670944346', '1\n']
['AQP9', '0', '0', '0', '0', '6', '0', '6', '1', '1\n']
['AQPEP', '0', '0', '0', '0', '2', '0', '2', '1', '1\n']
